"Treatment","Replicate","Phage.Genotype","Phage.Background","Host.Timepoint","Host.Genotype","Infected","Resistant","Phage.Timepoint"
"5-clone","3","11","Contemporary",5,"6",0,1,"5"
"5-clone","3","12","Contemporary",5,"6",1,0,"5"
"5-clone","3","1","Past",7,"6",0,1,"5"
"5-clone","3","2","Past",7,"6",0,1,"5"
"5-clone","3","3","Past",7,"6",0,1,"5"
"5-clone","3","4","Past",7,"6",0,1,"5"
"5-clone","3","5","Past",7,"6",0,1,"5"
"5-clone","3","6","Past",7,"6",0,1,"5"
"5-clone","3","7","Past",7,"6",0,1,"5"
"5-clone","3","8","Past",7,"6",0,1,"5"
"5-clone","3","9","Past",7,"6",0,1,"5"
"5-clone","3","10","Past",7,"6",0,1,"5"
"5-clone","3","11","Past",7,"6",0,1,"5"
"5-clone","3","12","Past",7,"6",0,1,"5"
"5-clone","3","1","Future",1,"7",0,1,"5"
"5-clone","3","2","Future",1,"7",0,1,"5"
"5-clone","3","3","Future",1,"7",0,1,"5"
"5-clone","3","4","Future",1,"7",0,1,"5"
"5-clone","3","5","Future",1,"7",0,1,"5"
"5-clone","3","6","Future",1,"7",0,1,"5"
"5-clone","3","7","Future",1,"7",0,1,"5"
"5-clone","3","8","Future",1,"7",0,1,"5"
"5-clone","3","9","Future",1,"7",0,1,"5"
"5-clone","3","10","Future",1,"7",0,1,"5"
"5-clone","3","11","Future",1,"7",0,1,"5"
"5-clone","3","12","Future",1,"7",0,1,"5"
"5-clone","3","1","Future",3,"7",0,1,"5"
"5-clone","3","2","Future",3,"7",0,1,"5"
"5-clone","3","3","Future",3,"7",0,1,"5"
"5-clone","3","4","Future",3,"7",0,1,"5"
"5-clone","3","5","Future",3,"7",0,1,"5"
"5-clone","3","6","Future",3,"7",0,1,"5"
"5-clone","3","7","Future",3,"7",0,1,"5"
"5-clone","3","8","Future",3,"7",0,1,"5"
"5-clone","3","9","Future",3,"7",0,1,"5"
"5-clone","3","10","Future",3,"7",0,1,"5"
"5-clone","3","11","Future",3,"7",0,1,"5"
"5-clone","3","12","Future",3,"7",0,1,"5"
"5-clone","3","1","Contemporary",5,"7",0,1,"5"
"5-clone","3","2","Contemporary",5,"7",0,1,"5"
"5-clone","3","3","Contemporary",5,"7",0,1,"5"
"5-clone","3","4","Contemporary",5,"7",0,1,"5"
"5-clone","3","5","Contemporary",5,"7",0,1,"5"
"5-clone","3","6","Contemporary",5,"7",0,1,"5"
"5-clone","3","7","Contemporary",5,"7",0,1,"5"
"5-clone","3","8","Contemporary",5,"7",0,1,"5"
"5-clone","3","9","Contemporary",5,"7",0,1,"5"
"5-clone","3","10","Contemporary",5,"7",0,1,"5"
"5-clone","3","11","Contemporary",5,"7",0,1,"5"
"5-clone","3","12","Contemporary",5,"7",0,1,"5"
"5-clone","3","1","Past",7,"7",0,1,"5"
"5-clone","3","2","Past",7,"7",0,1,"5"
"5-clone","3","3","Past",7,"7",0,1,"5"
"5-clone","3","4","Past",7,"7",0,1,"5"
"5-clone","3","5","Past",7,"7",0,1,"5"
"5-clone","3","6","Past",7,"7",0,1,"5"
"5-clone","3","7","Past",7,"7",0,1,"5"
"5-clone","3","8","Past",7,"7",0,1,"5"
"5-clone","3","9","Past",7,"7",0,1,"5"
"5-clone","3","10","Past",7,"7",0,1,"5"
"5-clone","3","11","Past",7,"7",0,1,"5"
"5-clone","3","12","Past",7,"7",0,1,"5"
"5-clone","3","1","Future",1,"8",0,1,"5"
"5-clone","3","2","Future",1,"8",0,1,"5"
"5-clone","3","3","Future",1,"8",0,1,"5"
"5-clone","3","4","Future",1,"8",0,1,"5"
"5-clone","3","5","Future",1,"8",0,1,"5"
"5-clone","3","6","Future",1,"8",0,1,"5"
"5-clone","3","7","Future",1,"8",0,1,"5"
"5-clone","3","8","Future",1,"8",0,1,"5"
"5-clone","3","9","Future",1,"8",0,1,"5"
"5-clone","3","10","Future",1,"8",0,1,"5"
"5-clone","3","11","Future",1,"8",0,1,"5"
"5-clone","3","12","Future",1,"8",0,1,"5"
"5-clone","3","1","Future",3,"8",1,0,"5"
"5-clone","3","2","Future",3,"8",1,0,"5"
"5-clone","3","3","Future",3,"8",1,0,"5"
"5-clone","3","4","Future",3,"8",0,1,"5"
"5-clone","3","5","Future",3,"8",1,0,"5"
"5-clone","3","6","Future",3,"8",1,0,"5"
"5-clone","3","7","Future",3,"8",1,0,"5"
"5-clone","3","8","Future",3,"8",1,0,"5"
"5-clone","3","9","Future",3,"8",1,0,"5"
"5-clone","3","10","Future",3,"8",1,0,"5"
"5-clone","3","11","Future",3,"8",0,1,"5"
"5-clone","3","12","Future",3,"8",1,0,"5"
"5-clone","3","1","Contemporary",5,"8",0,1,"5"
"5-clone","3","2","Contemporary",5,"8",0,1,"5"
"5-clone","3","3","Contemporary",5,"8",0,1,"5"
"5-clone","3","4","Contemporary",5,"8",0,1,"5"
"5-clone","3","5","Contemporary",5,"8",0,1,"5"
"5-clone","3","6","Contemporary",5,"8",0,1,"5"
"5-clone","3","7","Contemporary",5,"8",0,1,"5"
"5-clone","3","8","Contemporary",5,"8",0,1,"5"
"5-clone","3","9","Contemporary",5,"8",0,1,"5"
"5-clone","3","10","Contemporary",5,"8",0,1,"5"
"5-clone","3","11","Contemporary",5,"8",0,1,"5"
"5-clone","3","12","Contemporary",5,"8",0,1,"5"
"5-clone","3","1","Past",7,"8",0,1,"5"
"5-clone","3","2","Past",7,"8",0,1,"5"
"5-clone","3","3","Past",7,"8",0,1,"5"
"5-clone","3","4","Past",7,"8",0,1,"5"
"5-clone","3","5","Past",7,"8",0,1,"5"
"5-clone","3","6","Past",7,"8",0,1,"5"
"5-clone","3","7","Past",7,"8",0,1,"5"
"5-clone","3","8","Past",7,"8",0,1,"5"
"5-clone","3","9","Past",7,"8",0,1,"5"
"5-clone","3","10","Past",7,"8",0,1,"5"
"5-clone","3","11","Past",7,"8",0,1,"5"
"5-clone","3","12","Past",7,"8",0,1,"5"
"5-clone","3","1","Future",1,"9",0,1,"5"
"5-clone","3","2","Future",1,"9",0,1,"5"
"5-clone","3","3","Future",1,"9",0,1,"5"
"5-clone","3","4","Future",1,"9",0,1,"5"
"5-clone","3","5","Future",1,"9",0,1,"5"
"5-clone","3","6","Future",1,"9",0,1,"5"
"5-clone","3","7","Future",1,"9",0,1,"5"
"5-clone","3","8","Future",1,"9",0,1,"5"
"5-clone","3","9","Future",1,"9",0,1,"5"
"5-clone","3","10","Future",1,"9",0,1,"5"
"5-clone","3","11","Future",1,"9",0,1,"5"
"5-clone","3","12","Future",1,"9",0,1,"5"
"5-clone","3","1","Future",3,"9",1,0,"5"
"5-clone","3","2","Future",3,"9",1,0,"5"
"5-clone","3","3","Future",3,"9",1,0,"5"
"5-clone","3","4","Future",3,"9",1,0,"5"
"5-clone","3","5","Future",3,"9",1,0,"5"
"5-clone","3","6","Future",3,"9",1,0,"5"
"5-clone","3","7","Future",3,"9",1,0,"5"
"5-clone","3","8","Future",3,"9",1,0,"5"
"5-clone","3","9","Future",3,"9",1,0,"5"
"5-clone","3","10","Future",3,"9",0,1,"5"
"5-clone","3","11","Future",3,"9",1,0,"5"
"5-clone","3","12","Future",3,"9",1,0,"5"
"5-clone","3","1","Contemporary",5,"9",0,1,"5"
"5-clone","3","2","Contemporary",5,"9",0,1,"5"
"5-clone","3","3","Contemporary",5,"9",0,1,"5"
"5-clone","3","4","Contemporary",5,"9",0,1,"5"
"5-clone","3","5","Contemporary",5,"9",0,1,"5"
"5-clone","3","6","Contemporary",5,"9",0,1,"5"
"5-clone","3","7","Contemporary",5,"9",0,1,"5"
"5-clone","3","8","Contemporary",5,"9",0,1,"5"
"5-clone","3","9","Contemporary",5,"9",0,1,"5"
"5-clone","3","10","Contemporary",5,"9",0,1,"5"
"5-clone","3","11","Contemporary",5,"9",0,1,"5"
"5-clone","3","12","Contemporary",5,"9",0,1,"5"
"5-clone","3","1","Past",7,"9",0,1,"5"
"5-clone","3","2","Past",7,"9",0,1,"5"
"5-clone","3","3","Past",7,"9",0,1,"5"
"5-clone","3","4","Past",7,"9",0,1,"5"
"5-clone","3","5","Past",7,"9",0,1,"5"
"5-clone","3","6","Past",7,"9",0,1,"5"
"5-clone","3","7","Past",7,"9",0,1,"5"
"5-clone","3","8","Past",7,"9",0,1,"5"
"5-clone","3","9","Past",7,"9",0,1,"5"
"5-clone","3","10","Past",7,"9",0,1,"5"
"5-clone","3","11","Past",7,"9",0,1,"5"
"5-clone","3","12","Past",7,"9",0,1,"5"
"5-clone","3","1","Future",1,"10",0,1,"5"
"5-clone","3","2","Future",1,"10",0,1,"5"
"5-clone","3","3","Future",1,"10",0,1,"5"
"5-clone","3","4","Future",1,"10",0,1,"5"
"5-clone","3","5","Future",1,"10",0,1,"5"
"5-clone","3","6","Future",1,"10",0,1,"5"
"5-clone","3","7","Future",1,"10",0,1,"5"
"5-clone","3","8","Future",1,"10",0,1,"5"
"5-clone","3","9","Future",1,"10",0,1,"5"
"5-clone","3","10","Future",1,"10",0,1,"5"
"5-clone","3","11","Future",1,"10",0,1,"5"
"5-clone","3","12","Future",1,"10",0,1,"5"
"5-clone","3","1","Future",3,"10",1,0,"5"
"5-clone","3","2","Future",3,"10",1,0,"5"
"5-clone","3","3","Future",3,"10",1,0,"5"
"5-clone","3","4","Future",3,"10",1,0,"5"
"5-clone","3","5","Future",3,"10",1,0,"5"
"5-clone","3","6","Future",3,"10",1,0,"5"
"5-clone","3","7","Future",3,"10",1,0,"5"
"5-clone","3","8","Future",3,"10",1,0,"5"
"5-clone","3","9","Future",3,"10",1,0,"5"
"5-clone","3","10","Future",3,"10",0,1,"5"
"5-clone","3","11","Future",3,"10",1,0,"5"
"5-clone","3","12","Future",3,"10",1,0,"5"
"5-clone","3","1","Contemporary",5,"10",0,1,"5"
"5-clone","3","2","Contemporary",5,"10",0,1,"5"
"5-clone","3","3","Contemporary",5,"10",0,1,"5"
"5-clone","3","4","Contemporary",5,"10",0,1,"5"
"5-clone","3","5","Contemporary",5,"10",0,1,"5"
"5-clone","3","6","Contemporary",5,"10",0,1,"5"
"5-clone","3","7","Contemporary",5,"10",0,1,"5"
"5-clone","3","8","Contemporary",5,"10",0,1,"5"
"5-clone","3","9","Contemporary",5,"10",0,1,"5"
"5-clone","3","10","Contemporary",5,"10",0,1,"5"
"5-clone","3","11","Contemporary",5,"10",0,1,"5"
"5-clone","3","12","Contemporary",5,"10",0,1,"5"
"5-clone","3","1","Past",7,"10",0,1,"5"
"5-clone","3","2","Past",7,"10",0,1,"5"
"5-clone","3","3","Past",7,"10",0,1,"5"
"5-clone","3","4","Past",7,"10",0,1,"5"
"5-clone","3","5","Past",7,"10",0,1,"5"
"5-clone","3","6","Past",7,"10",0,1,"5"
"5-clone","3","7","Past",7,"10",0,1,"5"
"5-clone","3","8","Past",7,"10",0,1,"5"
"5-clone","3","9","Past",7,"10",0,1,"5"
"5-clone","3","10","Past",7,"10",0,1,"5"
"5-clone","3","11","Past",7,"10",0,1,"5"
"5-clone","3","12","Past",7,"10",0,1,"5"
"5-clone","3","1","Future",1,"11",0,1,"5"
"5-clone","3","2","Future",1,"11",0,1,"5"
"5-clone","3","3","Future",1,"11",0,1,"5"
"5-clone","3","4","Future",1,"11",0,1,"5"
"5-clone","3","5","Future",1,"11",0,1,"5"
"5-clone","3","6","Future",1,"11",0,1,"5"
"5-clone","3","7","Future",1,"11",0,1,"5"
"5-clone","3","8","Future",1,"11",0,1,"5"
"5-clone","3","9","Future",1,"11",0,1,"5"
"5-clone","3","10","Future",1,"11",0,1,"5"
"5-clone","3","11","Future",1,"11",0,1,"5"
"5-clone","3","12","Future",1,"11",0,1,"5"
"5-clone","3","1","Future",3,"11",1,0,"5"
"5-clone","3","2","Future",3,"11",1,0,"5"
"5-clone","3","3","Future",3,"11",1,0,"5"
"5-clone","3","4","Future",3,"11",0,1,"5"
"5-clone","3","5","Future",3,"11",1,0,"5"
"5-clone","3","6","Future",3,"11",1,0,"5"
"5-clone","3","7","Future",3,"11",1,0,"5"
"5-clone","3","8","Future",3,"11",1,0,"5"
"5-clone","3","9","Future",3,"11",1,0,"5"
"5-clone","3","10","Future",3,"11",1,0,"5"
"5-clone","3","11","Future",3,"11",0,1,"5"
"5-clone","3","12","Future",3,"11",1,0,"5"
"5-clone","3","1","Contemporary",5,"11",0,1,"5"
"5-clone","3","2","Contemporary",5,"11",0,1,"5"
"5-clone","3","3","Contemporary",5,"11",0,1,"5"
"5-clone","3","4","Contemporary",5,"11",0,1,"5"
"5-clone","3","5","Contemporary",5,"11",0,1,"5"
"5-clone","3","6","Contemporary",5,"11",0,1,"5"
"5-clone","3","7","Contemporary",5,"11",0,1,"5"
"5-clone","3","8","Contemporary",5,"11",0,1,"5"
"5-clone","3","9","Contemporary",5,"11",0,1,"5"
"5-clone","3","10","Contemporary",5,"11",0,1,"5"
"5-clone","3","11","Contemporary",5,"11",0,1,"5"
"5-clone","3","12","Contemporary",5,"11",0,1,"5"
"5-clone","3","1","Past",7,"11",0,1,"5"
"5-clone","3","2","Past",7,"11",0,1,"5"
"5-clone","3","3","Past",7,"11",0,1,"5"
"5-clone","3","4","Past",7,"11",0,1,"5"
"5-clone","3","5","Past",7,"11",0,1,"5"
"5-clone","3","6","Past",7,"11",0,1,"5"
"5-clone","3","7","Past",7,"11",0,1,"5"
"5-clone","3","8","Past",7,"11",0,1,"5"
"5-clone","3","9","Past",7,"11",0,1,"5"
"5-clone","3","10","Past",7,"11",0,1,"5"
"5-clone","3","11","Past",7,"11",0,1,"5"
"5-clone","3","12","Past",7,"11",0,1,"5"
"5-clone","3","1","Future",1,"12",0,1,"5"
"5-clone","3","2","Future",1,"12",0,1,"5"
"5-clone","3","3","Future",1,"12",0,1,"5"
"5-clone","3","4","Future",1,"12",0,1,"5"
"5-clone","3","5","Future",1,"12",0,1,"5"
"5-clone","3","6","Future",1,"12",0,1,"5"
"5-clone","3","7","Future",1,"12",0,1,"5"
"5-clone","3","8","Future",1,"12",0,1,"5"
"5-clone","3","9","Future",1,"12",0,1,"5"
"5-clone","3","10","Future",1,"12",0,1,"5"
"5-clone","3","11","Future",1,"12",0,1,"5"
"5-clone","3","12","Future",1,"12",0,1,"5"
"5-clone","3","1","Future",3,"12",1,0,"5"
"5-clone","3","2","Future",3,"12",1,0,"5"
"5-clone","3","3","Future",3,"12",1,0,"5"
"5-clone","3","4","Future",3,"12",1,0,"5"
"5-clone","3","5","Future",3,"12",1,0,"5"
"5-clone","3","6","Future",3,"12",1,0,"5"
"5-clone","3","7","Future",3,"12",1,0,"5"
"5-clone","3","8","Future",3,"12",1,0,"5"
"5-clone","3","9","Future",3,"12",1,0,"5"
"5-clone","3","10","Future",3,"12",0,1,"5"
"5-clone","3","11","Future",3,"12",1,0,"5"
"5-clone","3","12","Future",3,"12",1,0,"5"
"5-clone","3","1","Contemporary",5,"12",0,1,"5"
"5-clone","3","2","Contemporary",5,"12",0,1,"5"
"5-clone","3","3","Contemporary",5,"12",0,1,"5"
"5-clone","3","4","Contemporary",5,"12",0,1,"5"
"5-clone","3","5","Contemporary",5,"12",0,1,"5"
"5-clone","3","6","Contemporary",5,"12",0,1,"5"
"5-clone","3","7","Contemporary",5,"12",0,1,"5"
"5-clone","3","8","Contemporary",5,"12",0,1,"5"
"5-clone","3","9","Contemporary",5,"12",0,1,"5"
"5-clone","3","10","Contemporary",5,"12",0,1,"5"
"5-clone","3","11","Contemporary",5,"12",0,1,"5"
"5-clone","3","12","Contemporary",5,"12",0,1,"5"
"5-clone","3","1","Past",7,"12",0,1,"5"
"5-clone","3","2","Past",7,"12",0,1,"5"
"5-clone","3","3","Past",7,"12",0,1,"5"
"5-clone","3","4","Past",7,"12",0,1,"5"
"5-clone","3","5","Past",7,"12",0,1,"5"
"5-clone","3","6","Past",7,"12",0,1,"5"
"5-clone","3","7","Past",7,"12",0,1,"5"
"5-clone","3","8","Past",7,"12",0,1,"5"
"5-clone","3","9","Past",7,"12",0,1,"5"
"5-clone","3","10","Past",7,"12",0,1,"5"
"5-clone","3","11","Past",7,"12",0,1,"5"
"5-clone","3","12","Past",7,"12",0,1,"5"
"5-clone","3","1","Future",1,"1",0,1,"7"
"5-clone","3","2","Future",1,"1",0,1,"7"
"5-clone","3","3","Future",1,"1",0,1,"7"
"5-clone","3","4","Future",1,"1",0,1,"7"
"5-clone","3","5","Future",1,"1",0,1,"7"
"5-clone","3","6","Future",1,"1",0,1,"7"
"5-clone","3","7","Future",1,"1",0,1,"7"
"5-clone","3","8","Future",1,"1",0,1,"7"
"5-clone","3","9","Future",1,"1",0,1,"7"
"5-clone","3","10","Future",1,"1",0,1,"7"
"5-clone","3","11","Future",1,"1",0,1,"7"
"5-clone","3","12","Future",1,"1",0,1,"7"
"5-clone","3","1","Future",3,"1",0,1,"7"
"5-clone","3","2","Future",3,"1",0,1,"7"
"5-clone","3","3","Future",3,"1",0,1,"7"
"5-clone","3","4","Future",3,"1",0,1,"7"
"5-clone","3","5","Future",3,"1",0,1,"7"
"5-clone","3","6","Future",3,"1",0,1,"7"
"5-clone","3","7","Future",3,"1",0,1,"7"
"5-clone","3","8","Future",3,"1",0,1,"7"
"5-clone","3","9","Future",3,"1",0,1,"7"
"5-clone","3","10","Future",3,"1",0,1,"7"
"5-clone","3","11","Future",3,"1",0,1,"7"
"5-clone","3","12","Future",3,"1",0,1,"7"
"5-clone","3","1","Future",5,"1",1,0,"7"
"5-clone","3","2","Future",5,"1",1,0,"7"
"5-clone","3","3","Future",5,"1",1,0,"7"
"5-clone","3","4","Future",5,"1",1,0,"7"
"5-clone","3","5","Future",5,"1",1,0,"7"
"5-clone","3","6","Future",5,"1",1,0,"7"
"5-clone","3","7","Future",5,"1",1,0,"7"
"5-clone","3","8","Future",5,"1",1,0,"7"
"5-clone","3","9","Future",5,"1",1,0,"7"
"5-clone","3","10","Future",5,"1",1,0,"7"
"5-clone","3","11","Future",5,"1",1,0,"7"
"5-clone","3","12","Future",5,"1",1,0,"7"
"5-clone","3","1","Contemporary",7,"1",1,0,"7"
"5-clone","3","2","Contemporary",7,"1",1,0,"7"
"5-clone","3","3","Contemporary",7,"1",1,0,"7"
"5-clone","3","4","Contemporary",7,"1",1,0,"7"
"5-clone","3","5","Contemporary",7,"1",1,0,"7"
"5-clone","3","6","Contemporary",7,"1",1,0,"7"
"5-clone","3","7","Contemporary",7,"1",1,0,"7"
"5-clone","3","8","Contemporary",7,"1",1,0,"7"
"5-clone","3","9","Contemporary",7,"1",1,0,"7"
"5-clone","3","10","Contemporary",7,"1",1,0,"7"
"5-clone","3","11","Contemporary",7,"1",1,0,"7"
"5-clone","3","12","Contemporary",7,"1",1,0,"7"
"5-clone","3","1","Future",1,"2",0,1,"7"
"5-clone","3","2","Future",1,"2",0,1,"7"
"5-clone","3","3","Future",1,"2",0,1,"7"
"5-clone","3","4","Future",1,"2",0,1,"7"
"5-clone","3","5","Future",1,"2",0,1,"7"
"5-clone","3","6","Future",1,"2",0,1,"7"
"5-clone","3","7","Future",1,"2",0,1,"7"
"5-clone","3","8","Future",1,"2",0,1,"7"
"5-clone","3","9","Future",1,"2",0,1,"7"
"5-clone","3","10","Future",1,"2",0,1,"7"
"5-clone","3","11","Future",1,"2",0,1,"7"
"5-clone","3","12","Future",1,"2",0,1,"7"
"5-clone","3","1","Future",3,"2",1,0,"7"
"5-clone","3","2","Future",3,"2",1,0,"7"
"5-clone","3","3","Future",3,"2",1,0,"7"
"5-clone","3","4","Future",3,"2",1,0,"7"
"5-clone","3","5","Future",3,"2",1,0,"7"
"5-clone","3","6","Future",3,"2",1,0,"7"
"5-clone","3","7","Future",3,"2",1,0,"7"
"5-clone","3","8","Future",3,"2",1,0,"7"
"5-clone","3","9","Future",3,"2",1,0,"7"
"5-clone","3","10","Future",3,"2",1,0,"7"
"5-clone","3","11","Future",3,"2",1,0,"7"
"5-clone","3","12","Future",3,"2",1,0,"7"
"5-clone","3","1","Future",5,"2",1,0,"7"
"5-clone","3","2","Future",5,"2",1,0,"7"
"5-clone","3","3","Future",5,"2",1,0,"7"
"5-clone","3","4","Future",5,"2",1,0,"7"
"5-clone","3","5","Future",5,"2",1,0,"7"
"5-clone","3","6","Future",5,"2",1,0,"7"
"5-clone","3","7","Future",5,"2",1,0,"7"
"5-clone","3","8","Future",5,"2",1,0,"7"
"5-clone","3","9","Future",5,"2",1,0,"7"
"5-clone","3","10","Future",5,"2",1,0,"7"
"5-clone","3","11","Future",5,"2",1,0,"7"
"5-clone","3","12","Future",5,"2",1,0,"7"
"5-clone","3","1","Contemporary",7,"2",1,0,"7"
"5-clone","3","2","Contemporary",7,"2",1,0,"7"
"5-clone","3","3","Contemporary",7,"2",1,0,"7"
"5-clone","3","4","Contemporary",7,"2",1,0,"7"
"5-clone","3","5","Contemporary",7,"2",1,0,"7"
"5-clone","3","6","Contemporary",7,"2",1,0,"7"
"5-clone","3","7","Contemporary",7,"2",1,0,"7"
"5-clone","3","8","Contemporary",7,"2",1,0,"7"
"5-clone","3","9","Contemporary",7,"2",1,0,"7"
"5-clone","3","10","Contemporary",7,"2",1,0,"7"
"5-clone","3","11","Contemporary",7,"2",1,0,"7"
"5-clone","3","12","Contemporary",7,"2",1,0,"7"
"5-clone","3","1","Future",1,"3",0,1,"7"
"5-clone","3","2","Future",1,"3",0,1,"7"
"5-clone","3","3","Future",1,"3",0,1,"7"
"5-clone","3","4","Future",1,"3",0,1,"7"
"5-clone","3","5","Future",1,"3",0,1,"7"
"5-clone","3","6","Future",1,"3",0,1,"7"
"5-clone","3","7","Future",1,"3",0,1,"7"
"5-clone","3","8","Future",1,"3",0,1,"7"
"5-clone","3","9","Future",1,"3",0,1,"7"
"5-clone","3","10","Future",1,"3",0,1,"7"
"5-clone","3","11","Future",1,"3",0,1,"7"
"5-clone","3","12","Future",1,"3",0,1,"7"
"5-clone","3","1","Future",3,"3",0,1,"7"
"5-clone","3","2","Future",3,"3",0,1,"7"
"5-clone","3","3","Future",3,"3",0,1,"7"
"5-clone","3","4","Future",3,"3",1,0,"7"
"5-clone","3","5","Future",3,"3",0,1,"7"
"5-clone","3","6","Future",3,"3",1,0,"7"
"5-clone","3","7","Future",3,"3",1,0,"7"
"5-clone","3","8","Future",3,"3",0,1,"7"
"5-clone","3","9","Future",3,"3",0,1,"7"
"5-clone","3","10","Future",3,"3",0,1,"7"
"5-clone","3","11","Future",3,"3",1,0,"7"
"5-clone","3","12","Future",3,"3",0,1,"7"
"5-clone","3","1","Future",5,"3",0,1,"7"
"5-clone","3","2","Future",5,"3",0,1,"7"
"5-clone","3","3","Future",5,"3",0,1,"7"
"5-clone","3","4","Future",5,"3",0,1,"7"
"5-clone","3","5","Future",5,"3",0,1,"7"
"5-clone","3","6","Future",5,"3",0,1,"7"
"5-clone","3","7","Future",5,"3",0,1,"7"
"5-clone","3","8","Future",5,"3",0,1,"7"
"5-clone","3","9","Future",5,"3",0,1,"7"
"5-clone","3","10","Future",5,"3",0,1,"7"
"5-clone","3","11","Future",5,"3",0,1,"7"
"5-clone","3","12","Future",5,"3",0,1,"7"
"5-clone","3","1","Contemporary",7,"3",0,1,"7"
"5-clone","3","2","Contemporary",7,"3",0,1,"7"
"5-clone","3","3","Contemporary",7,"3",0,1,"7"
"5-clone","3","4","Contemporary",7,"3",0,1,"7"
"5-clone","3","5","Contemporary",7,"3",0,1,"7"
"5-clone","3","6","Contemporary",7,"3",0,1,"7"
"5-clone","3","7","Contemporary",7,"3",0,1,"7"
"5-clone","3","8","Contemporary",7,"3",0,1,"7"
"5-clone","3","9","Contemporary",7,"3",0,1,"7"
"5-clone","3","10","Contemporary",7,"3",0,1,"7"
"5-clone","3","11","Contemporary",7,"3",0,1,"7"
"5-clone","3","12","Contemporary",7,"3",0,1,"7"
"5-clone","3","1","Future",1,"4",0,1,"7"
"5-clone","3","2","Future",1,"4",0,1,"7"
"5-clone","3","3","Future",1,"4",0,1,"7"
"5-clone","3","4","Future",1,"4",0,1,"7"
"5-clone","3","5","Future",1,"4",0,1,"7"
"5-clone","3","6","Future",1,"4",0,1,"7"
"5-clone","3","7","Future",1,"4",0,1,"7"
"5-clone","3","8","Future",1,"4",0,1,"7"
"5-clone","3","9","Future",1,"4",0,1,"7"
"5-clone","3","10","Future",1,"4",0,1,"7"
"5-clone","3","11","Future",1,"4",0,1,"7"
"5-clone","3","12","Future",1,"4",0,1,"7"
"5-clone","3","1","Future",3,"4",0,1,"7"
"5-clone","3","2","Future",3,"4",0,1,"7"
"5-clone","3","3","Future",3,"4",0,1,"7"
"5-clone","3","4","Future",3,"4",0,1,"7"
"5-clone","3","5","Future",3,"4",0,1,"7"
"5-clone","3","6","Future",3,"4",0,1,"7"
"5-clone","3","7","Future",3,"4",0,1,"7"
"5-clone","3","8","Future",3,"4",0,1,"7"
"5-clone","3","9","Future",3,"4",0,1,"7"
"5-clone","3","10","Future",3,"4",0,1,"7"
"5-clone","3","11","Future",3,"4",0,1,"7"
"5-clone","3","12","Future",3,"4",0,1,"7"
"5-clone","3","1","Future",5,"4",1,0,"7"
"5-clone","3","2","Future",5,"4",1,0,"7"
"5-clone","3","3","Future",5,"4",1,0,"7"
"5-clone","3","4","Future",5,"4",1,0,"7"
"5-clone","3","5","Future",5,"4",1,0,"7"
"5-clone","3","6","Future",5,"4",1,0,"7"
"5-clone","3","7","Future",5,"4",1,0,"7"
"5-clone","3","8","Future",5,"4",1,0,"7"
"5-clone","3","9","Future",5,"4",1,0,"7"
"5-clone","3","10","Future",5,"4",1,0,"7"
"5-clone","3","11","Future",5,"4",1,0,"7"
"5-clone","3","12","Future",5,"4",1,0,"7"
"5-clone","3","1","Contemporary",7,"4",0,1,"7"
"5-clone","3","2","Contemporary",7,"4",0,1,"7"
"5-clone","3","3","Contemporary",7,"4",0,1,"7"
"5-clone","3","4","Contemporary",7,"4",0,1,"7"
"5-clone","3","5","Contemporary",7,"4",0,1,"7"
"5-clone","3","6","Contemporary",7,"4",0,1,"7"
"5-clone","3","7","Contemporary",7,"4",0,1,"7"
"5-clone","3","8","Contemporary",7,"4",0,1,"7"
"5-clone","3","9","Contemporary",7,"4",0,1,"7"
"5-clone","3","10","Contemporary",7,"4",0,1,"7"
"5-clone","3","11","Contemporary",7,"4",0,1,"7"
"5-clone","3","12","Contemporary",7,"4",0,1,"7"
"5-clone","3","1","Future",1,"5",0,1,"7"
"5-clone","3","2","Future",1,"5",0,1,"7"
"5-clone","3","3","Future",1,"5",0,1,"7"
"5-clone","3","4","Future",1,"5",0,1,"7"
"5-clone","3","5","Future",1,"5",0,1,"7"
"5-clone","3","6","Future",1,"5",0,1,"7"
"5-clone","3","7","Future",1,"5",0,1,"7"
"5-clone","3","8","Future",1,"5",0,1,"7"
"5-clone","3","9","Future",1,"5",0,1,"7"
"5-clone","3","10","Future",1,"5",0,1,"7"
"5-clone","3","11","Future",1,"5",0,1,"7"
"5-clone","3","12","Future",1,"5",0,1,"7"
"5-clone","3","1","Future",3,"5",0,1,"7"
"5-clone","3","2","Future",3,"5",0,1,"7"
"5-clone","3","3","Future",3,"5",0,1,"7"
"5-clone","3","4","Future",3,"5",1,0,"7"
"5-clone","3","5","Future",3,"5",0,1,"7"
"5-clone","3","6","Future",3,"5",1,0,"7"
"5-clone","3","7","Future",3,"5",1,0,"7"
"5-clone","3","8","Future",3,"5",0,1,"7"
"5-clone","3","9","Future",3,"5",0,1,"7"
"5-clone","3","10","Future",3,"5",0,1,"7"
"5-clone","3","11","Future",3,"5",1,0,"7"
"5-clone","3","12","Future",3,"5",0,1,"7"
"5-clone","3","1","Future",5,"5",0,1,"7"
"5-clone","3","2","Future",5,"5",0,1,"7"
"5-clone","3","3","Future",5,"5",0,1,"7"
